drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
NA,DB01225,Thrombosis,C0040053,NCT01817257,Terminated,Phase 2,Early findings showed trial was not feasible
NA,DB01229,"Carcinoma, Transitional Cell",C0007138,NCT01215136,Terminated,Phase 2,Lack of Accrual
NA,DB01229,Malignant neoplasm of breast,C0006142,NCT00356681,Terminated,Phase 2,Sponsor decision to close study
NA,DB01229,Malignant neoplasm of breast,C0006142,NCT00476827,Terminated,Phase 2,Slow accrual
NA,DB01229,Malignant neoplasm of breast,C0006142,NCT00756470,Terminated,Phase 2,Slow accrual.
NA,DB01229,Malignant neoplasm of breast,C0006142,NCT00934895,Terminated,Phase 1/Phase 2,Closed early due to slow accrual
NA,DB01229,Malignant neoplasm of breast,C0006142,NCT01227408,Withdrawn,Phase 2,Sponsor withdrew due to funding issues
NA,DB01229,Malignant neoplasm of breast,C0006142,NCT03058939,Withdrawn,Phase 2,Study never activated to enrollment.
NA,DB01229,Merkel cell carcinoma,C0007129,NCT03167164,Withdrawn,Phase 1/Phase 2,Trial not initiated
NA,DB01229,Squamous cell carcinoma,C0007137,NCT01333852,Terminated,Phase 2,Low accrual
NA,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT00187005,Terminated,Phase 3,Toxicity
NA,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT00439296,Terminated,Phase 1/Phase 2,The study was stopped due to poor accrual and lack of funding.
NA,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT01312818,Terminated,Phase 2,Slow accrual
NA,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT01483690,Terminated,Phase 1/Phase 2,Toxicity
NA,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT02404220,Terminated,Phase 1/Phase 2,NA
NA,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT02518750,Terminated,Phase 2,Due to slow accrual
NA,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT02535806,Terminated,Phase 2,Funding source discontinued
NA,DB01234,Acute lymphocytic leukemia,C0023449,NCT02419755,Terminated,Phase 2,Accrual goals were no longer feasible based on restrictions imposed by the DSMB.
NA,DB01234,Acute otitis externa,C0149948,NCT00945802,Terminated,Phase 3,NA
NA,DB01234,Acute otitis media,C0271429,NCT01908803,Terminated,Phase 2,Management decision
NA,DB01234,Age related macular degeneration,C0242383,NCT00457678,Withdrawn,Phase 2,Site did not enroll any patients to the study.
NA,DB01234,Amyloidosis,C0002726,NCT03130348,Withdrawn,Phase 2,Study was dropped at site before participation
NA,DB01234,Asthma,C0004096,NCT03133897,Terminated,Phase 3,"it was felt by the sponsoring institution that the current standard of oversight expected by the Health Canada regulations, would not be possible to achieve"
NA,DB01234,Blepharoconjunctivitis,C0005743,NCT00754949,Withdrawn,Phase 3,NA
NA,DB01234,Chemotherapy-induced nausea and vomiting,C0401160,NCT00891761,Withdrawn,Phase 3,This study has been cancelled prior to enrollment.
NA,DB01234,Chemotherapy-induced nausea and vomiting,C0401160,NCT02519842,Terminated,Phase 3,Further data are no longer required to support an application for use in pediatric patients. The decision to terminate was not based on any new safety findings
NA,DB01234,Chemotherapy-induced nausea and vomiting,C0401160,NCT03237611,Suspended,Phase 2,Expired IRB approval on 2/11/21
NA,DB01234,Congenital adrenal hyperplasia,C0001627,NCT03532022,Withdrawn,Phase 3,Protocol re-design required following EU Phase III results
NA,DB01234,Malignant Neoplasm (Morphology),C1288351,NCT03839940,Terminated,Phase 3,Severe lack of accrual
NA,DB01234,Malignant neoplasm of breast,C0006142,NCT00832338,Terminated,Phase 2,Funding withdrawn
NA,DB01234,Multiple Myeloma,C0026764,NCT00005834,Terminated,Phase 3,poor accrual
NA,DB01234,Multiple Myeloma,C0026764,NCT00124579,Terminated,Phase 2,poor accrual
NA,DB01234,Multiple Myeloma,C0026764,NCT00215943,Terminated,Phase 3,"Poor accrual, changes in management of newly diagnosed myeloma patients, new drugs/more effective regimens."
NA,DB01234,Multiple Myeloma,C0026764,NCT00256776,Terminated,Phase 3,NA
NA,DB01234,Multiple Myeloma,C0026764,NCT00337506,Terminated,Phase 2,NA
NA,DB01234,Multiple Myeloma,C0026764,NCT00366106,Terminated,Phase 2,Study was closed to enrollment when it became clear that enrollment was too slow to complete full enrollment target within time frame allowed.
NA,DB01234,Multiple Myeloma,C0026764,NCT00441168,Terminated,Phase 2,TRIAL STOPPED due to a change in standard of care and the required patient numbers could no longer be achieved
NA,DB01234,Multiple Myeloma,C0026764,NCT00538824,Terminated,Phase 2,low enrollment
NA,DB01234,Multiple Myeloma,C0026764,NCT00560352,Terminated,Phase 1,NA
NA,DB01234,Multiple Myeloma,C0026764,NCT00573391,Terminated,Phase 3,low accrual
NA,DB01234,Multiple Myeloma,C0026764,NCT00574080,Terminated,Phase 3,low accrual
NA,DB01234,Multiple Myeloma,C0026764,NCT00577668,Withdrawn,Phase 2,Poor accrual
NA,DB01234,Multiple Myeloma,C0026764,NCT00609817,Terminated,Phase 1,Lack of funding
NA,DB01234,Multiple Myeloma,C0026764,NCT00718640,Terminated,Phase 2,Study stopped due to lagging enrolment.
NA,DB01234,Multiple Myeloma,C0026764,NCT00790842,Terminated,Phase 1/Phase 2,Slow enrollment
NA,DB01234,Multiple Myeloma,C0026764,NCT00843310,Terminated,Phase 2,Due to slow accrual
NA,DB01234,Multiple Myeloma,C0026764,NCT01002248,Terminated,Phase 3,NA
NA,DB01234,Multiple Myeloma,C0026764,NCT01055301,Withdrawn,Phase 2,lack of accrual
NA,DB01234,Multiple Myeloma,C0026764,NCT01266811,Withdrawn,Phase 3,"Study canceled based on results of different study with similar hypothesis, investigational agent, & patient"
NA,DB01234,Multiple Myeloma,C0026764,NCT01374217,Terminated,Phase 2,early stopping rule
NA,DB01234,Multiple Myeloma,C0026764,NCT01470131,Terminated,Phase 3,Sponsor decision based on portfolio prioritization
NA,DB01234,Multiple Myeloma,C0026764,NCT01501370,Withdrawn,Phase 2,NA
NA,DB01234,Multiple Myeloma,C0026764,NCT01537861,Terminated,Early Phase 1,Unexpected toxicity (2 early deaths)
NA,DB01234,Multiple Myeloma,C0026764,NCT01548573,Terminated,Phase 2,Met study stopping rules
NA,DB01234,Multiple Myeloma,C0026764,NCT01555281,Terminated,Phase 1/Phase 2,"In connection with the restructuring of SAKK, older ongoing studies were analyzed to determine whether a continuation of the trial would still add value to the data analysis, or whether they do not and could therefore be prematurely terminated."
NA,DB01234,Multiple Myeloma,C0026764,NCT01672736,Terminated,Phase 1/Phase 2,The Sponsor decided to stop further manufacture the study drug 'Linsitinib' in Nov 2015.
NA,DB01234,Multiple Myeloma,C0026764,NCT01680796,Withdrawn,Phase 1,"The target drug, dovitinib, failed as a single agent in prior studies in patients with heavily treated multiple myeloma."
NA,DB01234,Multiple Myeloma,C0026764,NCT01881789,Terminated,Phase 1/Phase 2,A program evaluation identified that the safety profile and pharmacokinetic (PK) characteristics of the formulation used in all oprozomib studies required further optimization and thus enrollment in OPZ003 was halted during dose-escalation.
NA,DB01234,Multiple Myeloma,C0026764,NCT02030483,Terminated,Phase 1,"The company providing one of the study drugs withdrew its support due to low enrollment. Therefore, we had to close the study due to lack of funding."
NA,DB01234,Multiple Myeloma,C0026764,NCT02036502,Terminated,Phase 1,Business Reasons
NA,DB01234,Multiple Myeloma,C0026764,NCT02516696,Terminated,Phase 3,low enrollment
NA,DB01234,Multiple Myeloma,C0026764,NCT02579863,Terminated,Phase 3,The study was terminated early due to business reasons
NA,DB01234,Multiple Myeloma,C0026764,NCT02605356,Withdrawn,Phase 1/Phase 2,Study restarted under new study number 18987
NA,DB01234,Multiple Myeloma,C0026764,NCT02720510,Terminated,Phase 2,A study was terminated due to low enrollment.
NA,DB01234,Multiple Myeloma,C0026764,NCT02756663,Withdrawn,Phase 2,NA
NA,DB01234,Multiple Myeloma,C0026764,NCT02802163,Withdrawn,Phase 1/Phase 2,study drug unavailable
NA,DB01234,Multiple Myeloma,C0026764,NCT02897830,Terminated,Phase 2,negatives results
NA,DB01234,Multiple Myeloma,C0026764,NCT02928029,Terminated,Phase 1/Phase 2,Due to the changes of standard of care and the slow recruitment of participants.
NA,DB01234,Multiple Myeloma,C0026764,NCT03000634,Withdrawn,Phase 2,Study was not and will not be initiated due to lack of funding.
NA,DB01234,Multiple Myeloma,C0026764,NCT03023527,Terminated,Phase 1,Safety
NA,DB01234,Multiple Myeloma,C0026764,NCT03117361,Terminated,Phase 2,PharmaMar has decided to end this study due to the slow recruitment rate of the trial
NA,DB01234,Multiple Myeloma,C0026764,NCT03227432,Withdrawn,Phase 2,Withdrawn before enrollment due to issues around the FDA hold on PD-1/PD-L1 drugs in combination with IMIDs.
NA,DB01234,Multiple Myeloma,C0026764,NCT03411031,Terminated,Phase 2,Sponsor no longer providing drug
NA,DB01234,Multiple Myeloma,C0026764,NCT03440411,Terminated,Phase 3,Low enrollment
NA,DB01234,Multiple Myeloma,C0026764,NCT03465540,Terminated,Phase 1,Strategic decisions
NA,DB01234,Multiple Myeloma,C0026764,NCT03481556,Terminated,Phase 1/Phase 2,The sponsor decided to terminate the study following an FDA request of a partial clinical hold.
NA,DB01234,Multiple Myeloma,C0026764,NCT03608501,Withdrawn,Phase 2,Business decision (no safety or efficacy concerns)
NA,DB01234,Multiple Myeloma,C0026764,NCT03639610,Terminated,Phase 2,The sponsor decided to terminate the study following an FDA request of a partial clinical hold.
NA,DB01234,Multiple Myeloma,C0026764,NCT03785184,Withdrawn,Phase 2,Strategic considerations
NA,DB01234,Multiple Myeloma,C0026764,NCT04223661,Withdrawn,Phase 2,lack of funding
NA,DB01234,Multiple Myeloma,C0026764,NCT04243109,Terminated,Phase 2,Low recruitment rate. Lack of interest of the sponsor.
NA,DB01234,Multiple Myeloma,C0026764,NCT04288765,Withdrawn,Phase 3,incomplete recruitment
NA,DB01234,Nausea,C0027497,NCT00429702,Terminated,Phase 2,Closed due to poor accrual and lack of feasibility to finish study per DSMB
NA,DB01234,Nausea,C0027497,NCT01405924,Terminated,Phase 2,Low enrollment
NA,DB01234,Nausea and vomiting,C0027498,NCT00891761,Withdrawn,Phase 3,This study has been cancelled prior to enrollment.
NA,DB01234,Nausea and vomiting,C0027498,NCT00895245,Terminated,Phase 2,Study stopped due to lack of efficacy in first 6 patients
NA,DB01234,Non-Small Cell Lung Carcinoma,C0007131,NCT04265534,Terminated,Phase 2,Lack of Clinical Benefit
NA,DB01234,Obesity,C0028754,NCT01422733,Withdrawn,Early Phase 1,The study team decided not to pursue this study.
NA,DB01234,Otitis Externa,C0029878,NCT01910155,Terminated,Phase 3,FDA's draft guidance (March 2015) provided option of in-vitro or in-vivo studies for bioequivalence. Small study size resulted in negative culture rates.
NA,DB01234,Tenosynovitis,C0039520,NCT02266433,Terminated,Phase 3,due to PI's change to private practice
NA,DB01234,Thrombocytopenia due to platelet alloimmunization,C0272286,NCT01976195,Withdrawn,Phase 2,No eligible patient was enrolled.
NA,DB01234,Thrombocytopenia due to platelet alloimmunization,C0272286,NCT02649504,Withdrawn,Phase 3,NA
NA,DB01234,Trigeminal Neuralgia,C0040997,NCT04353505,Withdrawn,Phase 1,PI closed the study before any enrollment
NA,DB01234,Vomiting,C0042963,NCT00429702,Terminated,Phase 2,Closed due to poor accrual and lack of feasibility to finish study per DSMB
NA,DB01238,Bipolar I disorder,C0853193,NCT00857818,Terminated,Phase 3,Slow Accrual
NA,DB01238,Dementia,C0497327,NCT02374567,Terminated,Phase 3,NA
NA,DB01238,Schizoaffective Disorder,C0036337,NCT00857818,Terminated,Phase 3,Slow Accrual
NA,DB01238,Schizoaffective Disorder,C0036337,NCT02462473,Terminated,Phase 2,Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.
NA,DB01238,Schizophrenia,C0036341,NCT00857818,Terminated,Phase 3,Slow Accrual
NA,DB01238,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,NA
NA,DB01238,Schizophrenia,C0036341,NCT02462473,Terminated,Phase 2,Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.
NA,DB01239,Dementia,C0497327,NCT02374567,Terminated,Phase 3,NA
NA,DB01239,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,NA
NA,DB01242,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,NA
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00006261,Withdrawn,Phase 2,NA
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00053911,Terminated,Phase 3,NA
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00118053,Terminated,Phase 2,slow accrual
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00193024,Terminated,Phase 2,NA
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00253318,Terminated,Phase 1,Toxicity and Lack of Efficacy
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00434031,Withdrawn,Phase 2,lack of enrollment
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00453635,Terminated,Phase 2,Due to poor accrual
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00476827,Terminated,Phase 2,Slow accrual
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00576901,Terminated,Phase 2,The sample for statistical analysis of results could not be recruited within the specified timeframe upon retirement of the original principal investigator.
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00625898,Terminated,Phase 3,NA
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00665457,Terminated,Phase 2,study drug was removed from the market and low enrollment.
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00832338,Terminated,Phase 2,Funding withdrawn
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00845910,Terminated,Phase 2,To be confirmed
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00864175,Terminated,Phase 1/Phase 2,Incyte suspended development of the compound.
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT00964704,Withdrawn,Phase 2,No patients have been recruited therefore study has been cancelled
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT01229605,Withdrawn,Phase 2,Study was not a good fit for the patient population seen at this hospital.
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT01301040,Terminated,Phase 2,Slow recruitment
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT01690325,Terminated,Phase 2,Therapy of HER2+ patients according to protocol was no longer appropriate. Patient enrolment behind planned schedule and challenges of site performance
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT01985841,Terminated,Phase 2,Due to poor accrual
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT02067416,Withdrawn,Phase 2,Funding agent withdrew funding
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT02393248,Terminated,Phase 1/Phase 2,NA
NA,DB01248,Malignant neoplasm of breast,C0006142,NCT02897050,Suspended,Phase 2,NA
NA,DB01248,Metastatic urothelial carcinoma,C4288754,NCT04579224,Suspended,Phase 3,"Other - New treatment available, eliminating Arm 2"
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00048087,Withdrawn,Phase 2,Slow accrual.
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00264134,Terminated,Phase 1/Phase 2,NA
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00378573,Terminated,Phase 2,Incidence of GI Perforation
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00862134,Terminated,Phase 2,Interim analysis indicated low probability of clinically significant result
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT00887315,Terminated,Phase 2,Slow accrual and loss of sponsor
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT01038752,Terminated,Phase 2,NA
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT01714037,Terminated,Phase 1,NA
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT01774578,Terminated,Phase 2/Phase 3,NA
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT02127372,Terminated,Phase 1/Phase 2,The study was closed due to poor accrual
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT02322281,Terminated,Phase 3,Sponsor discontinued development of CO-1686 for NSCLC
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT02460367,Terminated,Phase 1,Lack of enrollment and changing landscape of standard of care.
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT03770299,Withdrawn,Phase 2,Business objectives have changed
NA,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT04165031,Terminated,Phase 1/Phase 2,The study was terminated due to an unexpected toxicity finding.
NA,DB01248,Pain,C0030193,NCT00503984,Terminated,Phase 1/Phase 2,Withdrawal of Funding
NA,DB01248,Squamous cell carcinoma of esophagus,C0279626,NCT01248299,Terminated,Phase 2,NA
NA,DB01248,Triple Negative Breast Neoplasms,C3539878,NCT02124902,Terminated,Phase 2,Insufficient funding/staff
NA,DB01254,Acute lymphoblastic leukemia - category,C1531702,NCT02815059,Withdrawn,Phase 1,Termination of Investigator Initiated Studies using Ibrutinib
NA,DB01254,Malignant neoplasm of breast,C0006142,NCT00903006,Terminated,Phase 1/Phase 2,Low Accrual
NA,DB01254,"Myeloid Leukemia, Chronic",C0023473,NCT02709083,Terminated,Phase 2,Original principal investigator left institution
NA,DB01254,Non-Small Cell Lung Carcinoma,C0007131,NCT00787852,Terminated,Phase 1,for efficacy and safety reasons
NA,DB01259,Malignant neoplasm of breast,C0006142,NCT00756470,Terminated,Phase 2,Slow accrual.
NA,DB01261,"Diabetes Mellitus, Insulin-Dependent",C0011854,NCT00837759,Terminated,Phase 2,Changes to study personnel.
NA,DB01262,Acute lymphoblastic leukemia - category,C1531702,NCT01483690,Terminated,Phase 1/Phase 2,Toxicity
NA,DB01262,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT03146871,Terminated,Phase 2,Lack of funding
NA,DB01267,Dementia,C0497327,NCT02374567,Terminated,Phase 3,NA
NA,DB01267,Schizoaffective Disorder,C0036337,NCT02462473,Terminated,Phase 2,Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.
NA,DB01267,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,NA
NA,DB01267,Schizophrenia,C0036341,NCT02462473,Terminated,Phase 2,Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.
NA,DB01268,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT01620216,Terminated,Phase 2,Unable to recruit enough eligible subjects
NA,DB01268,Malignant neoplasm of breast,C0006142,NCT00616122,Terminated,Phase 1/Phase 2,Risk to benefit ratio not acceptable
NA,DB01268,Non-Small Cell Lung Carcinoma,C0007131,NCT00434226,Terminated,Phase 2,"Based on data collected, the combination appeared to be poorly tolearated."
NA,DB01268,Refractory acute myeloid leukemia,C4528668,NCT01620216,Terminated,Phase 2,Unable to recruit enough eligible subjects
NA,DB01268,Renal Cell Carcinoma,C0007134,NCT00417677,Terminated,Phase 1/Phase 2,Decision was made not to attempt a lower dose
NA,DB01268,Renal Cell Carcinoma,C0007134,NCT03323710,Withdrawn,Phase 2,Poor patient recruitment.
NA,DB01269,Malignant neoplasm of breast,C0006142,NCT01009983,Terminated,Phase 2,Slow accrual
NA,DB01281,Lupus Nephritis,C0024143,NCT01714817,Terminated,Phase 3,Inability to meet protocol objectives.
NA,DB01284,Obesity,C0028754,NCT01422733,Withdrawn,Early Phase 1,The study team decided not to pursue this study.
NA,DB01299,Malaria,C0024530,NCT00361114,Terminated,Phase 3,SP arms were stopped due to high levels of treatment failure.CD not available.
NA,DB01326,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01327,Osteomyelitis,C0029443,NCT02344511,Withdrawn,Phase 3,NA
NA,DB01328,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01329,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01330,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01331,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01332,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01394,Asthma,C0004096,NCT00000577,Withdrawn,Phase 3,Record is an ACRN grant summary & not reflective of an individual trial. All ACTs conducted by ACRN were individually registered on the PRS.
NA,DB01394,"Hepatitis C, Chronic",C0524910,NCT00840489,Terminated,Phase 2,Preliminary analysis
NA,DB01403,Dementia,C0497327,NCT02374567,Terminated,Phase 3,NA
NA,DB01403,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,NA
NA,DB01409,Asthma,C0004096,NCT03376932,Withdrawn,Phase 3,withdrawn due to internal reasons
NA,DB01413,Fever,C0015967,NCT00529282,Terminated,Phase 3,Study discontinued due to administrative reasons unrelated to safety
NA,DB01413,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01413,Osteomyelitis,C0029443,NCT02168816,Terminated,Phase 2,"The study was stopped for feasibility (i.e., low recruitment)"
NA,DB01415,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01440,Hypersomnia,C0917799,NCT03626727,Withdrawn,Early Phase 1,Target study population was extremely difficult to recruit and planned study budget was exceeded
NA,DB01440,Narcolepsy,C0027404,NCT03626727,Withdrawn,Early Phase 1,Target study population was extremely difficult to recruit and planned study budget was exceeded
NA,DB01558,Dementia,C0497327,NCT02374567,Terminated,Phase 3,NA
NA,DB01563,Dementia,C0497327,NCT02374567,Terminated,Phase 3,NA
NA,DB01590,Renal Cell Carcinoma,C0007134,NCT01115803,Terminated,Phase 1,Primary objective has been met; safety and pharmacokinetics have been characterized.
NA,DB01595,Dementia,C0497327,NCT02374567,Terminated,Phase 3,NA
NA,DB01595,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,NA
NA,DB01597,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01598,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01601,COVID19 (disease),C5203670,NCT04307693,Terminated,Phase 2,Terminated early because no patients were further enrolled since mid-Apr 2020.
NA,DB01601,COVID19 (disease),C5203670,NCT04328285,Terminated,Phase 3,French authority's decision
NA,DB01601,COVID19 (disease),C5203670,NCT04354428,Terminated,Phase 2/Phase 3,Low number of events contributing to primary outcome
NA,DB01601,COVID19 (disease),C5203670,NCT04459702,Withdrawn,Phase 2,Was never started
NA,DB01606,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01606,Osteomyelitis,C0029443,NCT02168816,Terminated,Phase 2,"The study was stopped for feasibility (i.e., low recruitment)"
NA,DB01607,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
NA,DB01611,COVID19 (disease),C5203670,NCT04354428,Terminated,Phase 2/Phase 3,Low number of events contributing to primary outcome
NA,DB01611,Non-Small Cell Lung Carcinoma,C0007131,NCT01026844,Terminated,Phase 1,slow enrollment
NA,DB01611,Rheumatoid Arthritis,C0003873,NCT02930343,Terminated,Phase 3,"Due to time constraints, the study was halted prematurely"
NA,DB01708,Malaria,C0024530,NCT00442403,Suspended,Phase 3,"At the end of the year 2002, Cameroon switched from chloroquine to amodiaquine as first-line therapy for of uncomplicated malaria."
NA,DB02546,Acute lymphoblastic leukemia - category,C1531702,NCT01312818,Terminated,Phase 2,Slow accrual
NA,DB02546,Acute lymphoblastic leukemia - category,C1531702,NCT01483690,Terminated,Phase 1/Phase 2,Toxicity
NA,DB02546,Acute lymphocytic leukemia,C0023449,NCT02419755,Terminated,Phase 2,Accrual goals were no longer feasible based on restrictions imposed by the DSMB.
NA,DB02546,Malignant neoplasm of breast,C0006142,NCT01118975,Terminated,Phase 1/Phase 2,Lost sponsorship for study drug
NA,DB02546,Multiple Myeloma,C0026764,NCT01492881,Withdrawn,Phase 2,Doxil is currently unavailable
NA,DB02546,Multiple Myeloma,C0026764,NCT01501370,Withdrawn,Phase 2,NA
NA,DB02546,Non-Small Cell Lung Carcinoma,C0007131,NCT00503971,Terminated,Phase 1/Phase 2,NA
NA,DB02546,Non-Small Cell Lung Carcinoma,C0007131,NCT00702572,Terminated,Phase 1,Low Enrollment
NA,DB02546,Peripheral T-Cell Lymphoma,C0079774,NCT01116154,Terminated,Phase 1,Sponsor withdrew support for the study
NA,DB02600,Influenza,C0021400,NCT00873886,Withdrawn,Phase 1,We will focus on other Tamiflu research studies. No subjects were enrolled.
NA,DB02600,Influenza,C0021400,NCT01053663,Terminated,Phase 1,The study was terminated prematurely after three influenza seasons.
NA,DB02600,Influenza,C0021400,NCT01546935,Withdrawn,Phase 2/Phase 3,Study drugs (Oseltamivir suspension from Roche) were unavailable
NA,DB02600,Influenza,C0021400,NCT03903718,Withdrawn,Phase 2,Terminated due to delay in site enrollment timelines
NA,DB02638,Hepatorenal Syndrome,C0019212,NCT00742339,Terminated,Phase 2/Phase 3,Decision of independent monitoring committee: Risk of non-response to treatment significantly higher in midodrine group than in terlipressin group.
NA,DB03128,Hyperlipidemia,C0020473,NCT00166166,Terminated,Phase 2,Limited clinical staff
NA,DB03128,Malignant neoplasm of breast,C0006142,NCT03953326,Terminated,Phase 1/Phase 2,Futility in recruitment
NA,DB03166,Recurrent Chronic Lymphoid Leukemia,C0854802,NCT01003769,Terminated,Phase 1/Phase 2,Lack of funding
NA,DB03255,Allergic rhinitis (disorder),C2607914,NCT01989897,Withdrawn,Phase 1/Phase 2,Funding for the trial was lost so study was ended. No participants were enrolled.
NA,DB03619,Candidiasis,C0006840,NCT00815516,Terminated,Phase 3,It was decided to discontinue the study due to insufficient recruitment.
NA,DB04272,Arthritis,C0003864,NCT01421160,Withdrawn,Phase 1,PI left the institution prior to any data being collected
NA,DB04272,Malaria,C0024530,NCT04020653,Withdrawn,Phase 2,"Considering the Thai FDA requirement, changes of Malaria cases in Thailand and EC recommendation, the decision to withdrawal the study was made."
NA,DB04572,Acute lymphoblastic leukemia - category,C1531702,NCT00961142,Terminated,Phase 2,slow recruitment
NA,DB04572,Acute lymphoblastic leukemia - category,C1531702,NCT04282174,Withdrawn,Phase 2,Study was split into two new studies before the first participant was enrolled.
NA,DB04572,Malignant neoplasm of breast,C0006142,NCT00020722,Terminated,Phase 2,Lack of funding to continue study.
NA,DB04572,Malignant tumor of small intestine,C0153425,NCT00621036,Withdrawn,Phase 2,MyVax did not meet its primary endpoints
NA,DB04572,Neuroblastoma,C0027819,NCT00003273,Withdrawn,Phase 2,NA
NA,DB04572,Neuroblastoma,C0027819,NCT00003926,Terminated,Phase 1,Withdrawn due to slow accrual
NA,DB04572,Retinoblastoma,C0035335,NCT00003273,Withdrawn,Phase 2,NA
NA,DB04572,Retinoblastoma,C0035335,NCT00003926,Terminated,Phase 1,Withdrawn due to slow accrual
NA,DB04572,Retinoblastoma,C0035335,NCT00623077,Terminated,Phase 1,Replaced by another study
NA,DB04842,Dementia,C0497327,NCT02374567,Terminated,Phase 3,NA
NA,DB04842,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,NA
NA,DB05245,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
